University,Values
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,1
UCM,7
UCM,8
UCM,7
UCM,4
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,8
UCM,8
UCM,2
UCM,7
UCM,8
UCM,7
UCM,7
UCM,8
UCM,8
UCM,7
UCM,7
UCM,8
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCM,7
UCSC,5
UCSC,4
UCSC,5
UCSC,5
UCSC,2
UCSC,3
UCSC,1
UCSC,2
UCSC,1
UCSC,2
UCSC,4
UCSC,4
UCSC,5
UCSC,2
UCSC,1
UCSC,3
UCSC,4
UCSC,5
UCSC,4
UCSC,3
UCSC,5
UCSC,5
UCSC,4
UCSC,4
UCSC,3
UCSC,2
UCSC,5
UCSC,3
UCSC,2
UCSC,4
UCSC,3
UCSC,5
UCSC,4
UCSC,5
UCSC,4
UCSC,5
UCSC,3
UCSC,3
UCSC,5
UCSC,4
UCSC,4
UCSC,4
UCSC,4
UCSC,1
UCSC,1
UCSC,4
UCSC,2
UCSC,1
UCSC,5
UCSC,1
UCSC,5
UCSC,3
UCSC,4
UCSC,2
UCSC,5
UCSC,5
UCSC,3
UCSC,5
UCSC,1
UCSC,1
UCSC,3
UCSC,5
UCSC,1
UCSC,3
UCSC,3
UCSC,5
UCSC,4
UCSC,4
UCSC,4
UCSC,5
UCSC,3
UCSC,3
UCSC,1
UCSC,3
UCSC,3
UCSC,4
UCSC,5
UCSC,2
UCSC,4
UCSC,2
UCSC,5
UCSC,5
UCSC,3
UCSC,2
UCSC,3
UCSC,5
UCSC,5
UCSC,3
UCSC,1
UCSC,5
UCSC,1
UCSC,5
UCSC,5
UCSC,1
UCSC,5
UCSC,5
UCSC,2
UCSC,4
UCSC,5
UCSC,5
UCSC,3
UCSC,4
UCSC,5
UCSC,4
UCSC,4
UCSC,3
UCSC,5
UCSC,5
UCSC,2
UCSC,1
UCSC,4
UCSC,3
UCSC,4
UCSC,2
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCSB,4
UCSB,3
UCSB,4
UCSB,6
UCSB,5
UCSB,5
UCSB,6
UCSB,6
UCSB,4
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,3
UCSB,6
UCSB,5
UCSB,5
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,4
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,1
UCSB,5
UCSB,6
UCSB,6
UCSB,3
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,1
UCSB,3
UCSB,5
UCSB,6
UCSB,3
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,4
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,4
UCSB,6
UCSB,4
UCSB,6
UCSB,5
UCSB,4
UCSB,6
UCSB,4
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,4
UCSB,6
UCSB,3
UCSB,6
UCSB,6
UCSB,4
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCSB,6
UCSB,6
UCSB,6
UCSB,6
UCSB,4
UCSB,3
UCSB,6
UCSB,6
UCSB,6
UCSB,5
UCD,9
UCD,9
UCD,9
UCD,9
UCD,8
UCD,8
UCD,8
UCD,7
UCD,8
UCD,8
UCD,9
UCD,9
UCD,9
UCD,8
UCD,5
UCD,8
UCD,9
UCD,9
UCD,8
UCD,6
UCD,7
UCD,9
UCD,6
UCD,8
UCD,8
UCD,9
UCD,7
UCD,9
UCD,9
UCD,8
UCD,8
UCD,8
UCD,9
UCD,6
UCD,9
UCD,9
UCD,9
UCD,8
UCD,8
UCD,9
UCD,9
UCD,8
UCD,9
UCD,8
UCD,2
UCD,7
UCD,8
UCD,8
UCD,3
UCD,9
UCD,8
UCD,9
UCD,7
UCD,8
UCD,7
UCD,9
UCD,9
UCD,9
UCD,9
UCD,4
UCD,6
UCD,8
UCD,9
UCD,5
UCD,9
UCD,9
UCD,9
UCD,9
UCD,7
UCD,8
UCD,9
UCD,9
UCD,8
UCD,8
UCD,7
UCD,8
UCD,8
UCD,8
UCD,5
UCD,9
UCD,7
UCD,9
UCD,9
UCD,8
UCD,8
UCD,9
UCD,9
UCD,9
UCD,7
UCD,7
UCD,9
UCD,5
UCD,8
UCD,9
UCD,6
UCD,8
UCD,8
UCD,8
UCD,9
UCD,9
UCD,9
UCD,9
UCD,8
UCD,8
UCD,8
UCD,9
UCD,8
UCD,9
UCD,6
UCD,5
UCD,6
UCD,8
UCD,8
UCD,9
UCLA,8
UCLA,8
UCLA,7
UCLA,7
UCLA,8
UCLA,8
UCLA,7
UCLA,5
UCLA,7
UCLA,8
UCLA,7
UCLA,7
UCLA,8
UCLA,8
UCLA,4
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,7
UCLA,8
UCLA,4
UCLA,8
UCLA,8
UCLA,8
UCLA,5
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,8
UCLA,7
UCLA,4
UCLA,7
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,7
UCLA,8
UCLA,8
UCLA,7
UCLA,7
UCLA,7
UCLA,8
UCR,5
UCR,7
UCR,7
UCR,7
UCR,4
UCR,5
UCR,2
UCR,4
UCR,6
UCR,5
UCR,6
UCR,5
UCR,7
UCR,5
UCR,6
UCR,5
UCR,7
UCR,7
UCR,7
UCR,6
UCR,5
UCR,7
UCR,4
UCR,6
UCR,6
UCR,5
UCR,7
UCR,7
UCR,6
UCR,6
UCR,6
UCR,7
UCR,7
UCR,6
UCR,5
UCR,7
UCR,4
UCR,5
UCR,7
UCR,7
UCR,6
UCR,7
UCR,7
UCR,0
UCR,5
UCR,6
UCR,6
UCR,2
UCR,7
UCR,6
UCR,7
UCR,5
UCR,6
UCR,3
UCR,6
UCR,7
UCR,7
UCR,6
UCR,1
UCR,3
UCR,4
UCR,7
UCR,2
UCR,7
UCR,7
UCR,7
UCR,7
UCR,5
UCR,6
UCR,6
UCR,6
UCR,6
UCR,4
UCR,6
UCR,5
UCR,6
UCR,7
UCR,2
UCR,7
UCR,6
UCR,7
UCR,5
UCR,6
UCR,4
UCR,6
UCR,7
UCR,7
UCR,4
UCR,3
UCR,6
UCR,1
UCR,4
UCR,6
UCR,2
UCR,7
UCR,7
UCR,5
UCR,6
UCR,6
UCR,6
UCR,5
UCR,6
UCR,7
UCR,6
UCR,5
UCR,7
UCR,7
UCR,7
UCR,3
UCR,2
UCR,7
UCR,7
UCR,6
UCR,3
