Community College	Median coverage	Max coverage	Min coverage	Q1	Q2	IQR
Modesto Junior College	0.6666666666666666	1.0	0.0	0.2857142857142857	0.8571428571428571	0.5714285714285714
Mt. San Jacinto College	0.6666666666666666	1.0	0.0	0.3797953964194373	0.8012820512820513	0.421486654862614
Yuba College	0.6666666666666666	1.0	0.0	0.25	0.7894736842105263	0.5394736842105263
Antelope Valley College	0.6666666666666666	1.0	0.0	0.5	0.7420634920634921	0.2420634920634921
Butte College	0.6595238095238095	1.0	0.0	0.32499999999999996	0.8392857142857143	0.5142857142857143
El Camino College	0.6470588235294118	1.0	0.0	0.5247584541062802	0.7100840336134454	0.18532557950716522
Hartnell College	0.6428571428571428	1.0	0.0	0.4097593582887701	0.8511904761904762	0.4414311179017061
Imperial Valley College	0.6228070175438596	1.0	0.0	0.19187675070028012	0.7589285714285714	0.5670518207282913
Los Angeles Harbor College	0.6190476190476191	1.0	0.0	0.41640866873065013	0.8333333333333334	0.41692466460268324
Norco College	0.6190476190476191	1.0	0.0	0.2583333333333333	0.7142857142857143	0.455952380952381
Fresno City College	0.6190476190476191	1.0	0.0	0.410427807486631	0.8095238095238095	0.39909600203717854
Gavilan College	0.6190476190476191	1.0	0.0	0.3	0.8333333333333334	0.5333333333333334
Grossmont College	0.6190476190476191	1.0	0.0	0.42857142857142855	0.8333333333333334	0.4047619047619048
Santa Monica College	0.6036414565826331	1.0	0.0	0.40714285714285714	0.8055555555555556	0.39841269841269844
College of the Canyons	0.6036414565826331	1.0	0.0	0.3529411764705882	0.7107142857142857	0.35777310924369754
Long Beach City College	0.6036414565826331	1.0	0.0	0.2976190476190476	0.8333333333333334	0.5357142857142858
East Los Angeles College	0.5989974937343359	1.0	0.0	0.2976190476190476	0.8035714285714286	0.5059523809523809
Santa Ana College	0.5952380952380952	1.0	0.0	0.3172268907563025	0.8869047619047619	0.5696778711484594
Mount San Antonio College	0.5941176470588235	1.0	0.0	0.41408668730650156	0.8125	0.39841331269349844
MiraCosta College	0.5882352941176471	1.0	0.0	0.4090909090909091	0.8333333333333334	0.42424242424242425
Moorpark College	0.5857142857142856	1.0	0.25	0.4464285714285714	0.7033248081841432	0.2568962367555718
Moreno Valley College	0.5789473684210527	1.0	0.0	0.30952380952380953	0.8277310924369747	0.5182072829131652
College of the Desert	0.5789473684210527	1.0	0.0	0.3739130434782609	0.9467787114845938	0.5728656680063329
Shasta College	0.5789473684210527	1.0	0.0	0.2186700767263427	0.8333333333333334	0.6146632566069907
Los Medanos College	0.5789473684210527	1.0	0.0	0.25	0.8571428571428571	0.6071428571428571
West Valley College	0.5789473684210527	1.0	0.0	0.35	0.7692307692307693	0.4192307692307693
Clovis Community College	0.5734126984126984	1.0	0.0	0.306390977443609	0.8154761904761905	0.5090852130325815
San Bernardino Valley College	0.5454545454545454	1.0	0.0	0.3487394957983193	0.8515406162464986	0.5028011204481793
Chaffey College	0.5441176470588236	1.0	0.0	0.2589285714285714	0.8154761904761905	0.5565476190476191
Cuyamaca College	0.5333333333333333	1.0	0.0	0.37254901960784315	0.725	0.35245098039215683
Solano Community College	0.5277777777777778	1.0	0.0	0.23809523809523808	0.7692307692307693	0.5311355311355312
Ventura College	0.5277777777777778	1.0	0.0	0.47619047619047616	0.6666666666666666	0.19047619047619047
Saddleback College	0.5138888888888888	1.0	0.0	0.36381074168797956	0.8173076923076923	0.45349695061971274
Laney College	0.5	1.0	0.0	0.25	0.7142857142857143	0.4642857142857143
College of Marin	0.5	1.0	0.0	0.16718266253869968	0.7361111111111112	0.5689284485724115
Los Angeles Mission College	0.5	1.0	0.0	0.0	0.8333333333333334	0.8333333333333334
Berkeley City College	0.5	1.0	0.0	0.21052631578947367	0.7058823529411765	0.49535603715170284
Santiago Canyon College	0.5	1.0	0.0	0.20833333333333334	0.8173076923076923	0.6089743589743589
College of the Sequoias	0.5	1.0	0.0	0.3952380952380953	0.7548076923076923	0.359569597069597
San Diego Miramar College	0.5	1.0	0.0	0.2375	0.6904761904761905	0.4529761904761905
College of the Siskiyous	0.5	1.0	0.0	0.25	0.7058823529411765	0.4558823529411765
Mission College	0.47058823529411764	1.0	0.0	0.23026315789473684	0.7142857142857143	0.48402255639097747
San Jose City College	0.4677871148459384	1.0	0.0	0.25	0.7023809523809523	0.45238095238095233
Copper Mountain College	0.4642857142857143	1.0	0.0	0.23161764705882354	0.8333333333333334	0.6017156862745099
Mendocino College	0.46153846153846156	1.0	0.0	0.0	0.7142857142857143	0.7142857142857143
Bakersfield College	0.42857142857142855	1.0	0.0	0.25	0.8333333333333334	0.5833333333333334
West Los Angeles College	0.42857142857142855	1.0	0.0	0.2857142857142857	0.8571428571428571	0.5714285714285714
Citrus College	0.424812030075188	1.0	0.0	0.18592436974789917	0.8173076923076923	0.6313833225597931
Cerro Coso Community College	0.42105263157894735	1.0	0.0	0.0	0.6666666666666666	0.6666666666666666
Merritt College	0.4201680672268907	1.0	0.0	0.1721014492753623	0.7142857142857143	0.542184265010352
Los Angeles Southwest College	0.40476190476190477	1.0	0.0	0.04411764705882353	0.6678571428571428	0.6237394957983193
Columbia College	0.4	0.6666666666666666	0.0	0.2544757033248082	0.5	0.24552429667519182
Cypress College	0.38819875776397517	1.0	0.0	0.1488235294117647	0.7044117647058824	0.5555882352941177
Rio Hondo College	0.3571428571428571	1.0	0.0	0.0	0.696078431372549	0.696078431372549
Barstow Community College	0.35294117647058826	1.0	0.0	0.0	0.7655677655677655	0.7655677655677655
Victor Valley College	0.3333333333333333	1.0	0.0	0.1751918158567775	0.6428571428571428	0.4676653270003653
Lake Tahoe Community College	0.3333333333333333	0.6470588235294118	0.0	0.24168797953964194	0.49264705882352944	0.2509590792838875
San Diego City College	0.3333333333333333	0.75	0.0	0.18823529411764706	0.44683257918552033	0.2585972850678733
San Diego Mesa College	0.3333333333333333	1.0	0.0	0.2	0.5952380952380952	0.3952380952380952
Napa Valley College	0.2857142857142857	1.0	0.0	0.0	0.5	0.5
Los Angeles Valley College	0.26785714285714285	0.8235294117647058	0.0	0.0	0.4117647058823529	0.4117647058823529
Los Angeles Trade Technical College	0.23809523809523808	0.6666666666666666	0.0	0.08333333333333333	0.3721227621483376	0.2887894288150043
Compton College	0.19047619047619047	0.75	0.0	0.023809523809523808	0.27329192546583847	0.24948240165631466
College of the Redwoods	0.19047619047619047	0.42105263157894735	0.0	0.0	0.25	0.25
College of Alameda	0.14839181286549707	0.5	0.0	0.0	0.23004201680672268	0.23004201680672268
Palo Verde College	0.0	0.16666666666666666	0.0	0.0	0.0	0.0
West Hills College Coalinga	0.0	0.3076923076923077	0.0	0.0	0.0	0.0
Lassen Community College	0.0	0.16666666666666666	0.0	0.0	0.0	0.0
Oxnard College	0.0	0.16666666666666666	0.0	0.0	0.0	0.0
Coastline Community College	0.0	0.3076923076923077	0.0	0.0	0.18417874396135264	0.18417874396135264
Taft College	0.0	0.3333333333333333	0.0	0.0	0.0	0.0
Feather River College	0.0	0.5714285714285714	0.0	0.0	0.3991228070175438	0.3991228070175438
Porterville College	0.0	0.19047619047619047	0.0	0.0	0.0	0.0
West Hills College Lemoore	0.0	0.19444444444444445	0.0	0.0	0.0	0.0
Woodland Community College	0.0	0.16666666666666666	0.0	0.0	0.0	0.0
