University	Community Collge	Precentage of Units Articulated	Unmet Requirements	Met Units	Unmet Units 
CSULB	West Hills College Coalinga	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	Canada College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	Chaffey College	0.3333333333333333	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	7.0	14.0
CSULB	Crafton Hills College	0.38095238095238093	"[""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	8.0	13.0
CSULB	Cypress College	0.7142857142857143	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	15.0	6.0
CSULB	Gavilan College	0.47619047619047616	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	10.0	11.0
CSULB	Napa Valley College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Orange Coast College	0.8571428571428571	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	18.0	3.0
CSULB	Laney College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Riverside City College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	West Valley College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Lassen Community College	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	College of the Redwoods	0.14285714285714285	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	3.0	18.0
CSULB	Bakersfield College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Los Angeles Pierce College	0.14285714285714285	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	3.0	18.0
CSULB	Oxnard College	0.14285714285714285	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	3.0	18.0
CSULB	Yuba College	0.23809523809523808	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]""]"	5.0	16.0
CSULB	West Los Angeles College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Santa Barbara City College	0.19047619047619047	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	4.0	17.0
CSULB	Sierra College	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	Solano Community College	0.6190476190476191	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	13.0	8.0
CSULB	Ventura College	0.47619047619047616	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	10.0	11.0
CSULB	Chabot College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Citrus College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Cuyamaca College	0.5238095238095238	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]""]"	11.0	10.0
CSULB	Mendocino College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	San Diego Mesa College	0.3333333333333333	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	7.0	14.0
CSULB	College of the Siskiyous	0.14285714285714285	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	3.0	18.0
CSULB	El Camino College	0.6190476190476191	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	13.0	8.0
CSULB	Cerritos College	0.9047619047619048	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	19.0	2.0
CSULB	Coastline Community College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Grossmont College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Imperial Valley College	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	MiraCosta College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	San Joaquin Delta College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	Allan Hancock College	0.47619047619047616	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	10.0	11.0
CSULB	College of Alameda	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	Copper Mountain College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	De Anza College	0.6666666666666666	"[""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	14.0	7.0
CSULB	Diablo Valley College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	East Los Angeles College	0.6190476190476191	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	13.0	8.0
CSULB	Taft College	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	Antelope Valley College	0.5238095238095238	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]""]"	11.0	10.0
CSULB	Feather River College	0.14285714285714285	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	3.0	18.0
CSULB	Hartnell College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Irvine Valley College	0.5714285714285714	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	12.0	9.0
CSULB	Porterville College	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
CSULB	Sacramento City College	0.47619047619047616	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	10.0	11.0
CSULB	Skyline College	0.8095238095238095	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]""]"	17.0	4.0
CSULB	Los Angeles Southwest College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	San Bernardino Valley College	0.47619047619047616	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	10.0	11.0
CSULB	Monterey Peninsula College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	Fullerton College	0.7142857142857143	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	15.0	6.0
CSULB	Long Beach City College	0.7142857142857143	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	15.0	6.0
CSULB	San Jose City College	0.5238095238095238	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]""]"	11.0	10.0
CSULB	Santa Monica College	0.8571428571428571	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	18.0	3.0
CSULB	Southwestern College	0.7142857142857143	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	15.0	6.0
CSULB	Moorpark College	0.38095238095238093	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]""]"	8.0	13.0
CSULB	College of the Canyons	0.2857142857142857	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	6.0	15.0
CSULB	Cosumnes River College	0.6190476190476191	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	13.0	8.0
CSULB	Folsom Lake College	0.42857142857142855	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	9.0	12.0
CSULB	West Hills College Lemoore	0.0	"[""[['CECS 105 - Introduction to Computer Engineering and Computer Science (1.00)']]"", ""[['CECS 174 - Introduction to Programming and Problem Solving (3.00)']]"", ""[['CECS 225 - Digital Logic and Assembly Programming (3.00)']]"", ""[['CECS 228 - Discrete Structures with Computing Applications (3.00)']]"", ""[['CECS 229 - Discrete Structures with Computing Applications II (3.00)']]"", ""[['CECS 274 - Data Structures (3.00)']]"", ""[['CECS 277 - Object Oriented Application Development (3.00)']]"", ""[['ENGR 101 - Introduction to the Engineering Profession (1.00)']]"", ""[['ENGR 102 - Academic Success Skills (1.00)']]""]"	0	21.0
